season,team,stadium,wins
2008,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",0
2008,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,0
2008,Rising Pune Supergiants,Green Park,0
2008,Rising Pune Supergiants,M.Chinnaswamy Stadium,0
2008,Rising Pune Supergiant,M Chinnaswamy Stadium,0
2008,Rising Pune Supergiant,"Punjab Cricket Association Stadium, Mohali",0
2008,Rising Pune Supergiant,Feroz Shah Kotla,0
2008,Rising Pune Supergiant,Wankhede Stadium,0
2008,Rising Pune Supergiant,Eden Gardens,0
2008,Rising Pune Supergiant,Sawai Mansingh Stadium,0
2008,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",0
2008,Rising Pune Supergiant,"MA Chidambaram Stadium, Chepauk",0
2008,Rising Pune Supergiant,Dr DY Patil Sports Academy,0
2008,Rising Pune Supergiant,Newlands,0
2008,Rising Pune Supergiant,St George's Park,0
2008,Rising Pune Supergiant,Kingsmead,0
2008,Rising Pune Supergiant,SuperSport Park,0
2008,Rising Pune Supergiant,Buffalo Park,0
2008,Rising Pune Supergiant,New Wanderers Stadium,0
2008,Rising Pune Supergiant,De Beers Diamond Oval,0
2008,Rising Pune Supergiant,OUTsurance Oval,0
2008,Rising Pune Supergiant,Brabourne Stadium,0
2008,Rising Pune Supergiant,"Sardar Patel Stadium, Motera",0
2008,Rising Pune Supergiant,Barabati Stadium,0
2008,Rising Pune Supergiant,"Vidarbha Cricket Association Stadium, Jamtha",0
2008,Rising Pune Supergiant,Himachal Pradesh Cricket Association Stadium,0
2008,Rising Pune Supergiant,Nehru Stadium,0
2008,Rising Pune Supergiant,Holkar Cricket Stadium,0
2008,Rising Pune Supergiant,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0
2008,Rising Pune Supergiant,Subrata Roy Sahara Stadium,0
2008,Rising Pune Supergiant,Shaheed Veer Narayan Singh International Stadium,0
2008,Rising Pune Supergiant,JSCA International Stadium Complex,0
2008,Rising Pune Supergiant,Sheikh Zayed Stadium,0
2008,Rising Pune Supergiant,Sharjah Cricket Stadium,0
2008,Rising Pune Supergiant,Dubai International Cricket Stadium,0
2008,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,0
2008,Rising Pune Supergiant,"Punjab Cricket Association IS Bindra Stadium, Mohali",0
2008,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,0
2008,Rising Pune Supergiant,Green Park,0
2008,Rising Pune Supergiant,M.Chinnaswamy Stadium,0
2008,Delhi Capitals,M Chinnaswamy Stadium,0
2008,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",0
2008,Delhi Capitals,Feroz Shah Kotla,0
2008,Delhi Capitals,Wankhede Stadium,0
2008,Delhi Capitals,Eden Gardens,0
2008,Delhi Capitals,Sawai Mansingh Stadium,0
2008,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal",0
2008,Delhi Capitals,"MA Chidambaram Stadium, Chepauk",0
2008,Delhi Capitals,Dr DY Patil Sports Academy,0
2008,Delhi Capitals,Newlands,0
2008,Delhi Capitals,St George's Park,0
2008,Delhi Capitals,Kingsmead,0
2008,Delhi Capitals,SuperSport Park,0
2008,Delhi Capitals,Buffalo Park,0
2008,Delhi Capitals,New Wanderers Stadium,0
2008,Delhi Capitals,De Beers Diamond Oval,0
2008,Delhi Capitals,OUTsurance Oval,0
2008,Delhi Capitals,Brabourne Stadium,0
2008,Delhi Capitals,"Sardar Patel Stadium, Motera",0
2008,Delhi Capitals,Barabati Stadium,0
2008,Delhi Capitals,"Vidarbha Cricket Association Stadium, Jamtha",0
2008,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,0
2008,Delhi Capitals,Nehru Stadium,0
2008,Delhi Capitals,Holkar Cricket Stadium,0
2008,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0
2008,Delhi Capitals,Subrata Roy Sahara Stadium,0
2008,Delhi Capitals,Shaheed Veer Narayan Singh International Stadium,0
2008,Delhi Capitals,JSCA International Stadium Complex,0
2008,Delhi Capitals,Sheikh Zayed Stadium,0
2008,Delhi Capitals,Sharjah Cricket Stadium,0
2008,Delhi Capitals,Dubai International Cricket Stadium,0
2008,Delhi Capitals,Maharashtra Cricket Association Stadium,0
2008,Delhi Capitals,"Punjab Cricket Association IS Bindra Stadium, Mohali",0
2008,Delhi Capitals,Saurashtra Cricket Association Stadium,0
2008,Delhi Capitals,Green Park,0
2008,Delhi Capitals,M.Chinnaswamy Stadium,0
2009,Royal Challengers Bangalore,M Chinnaswamy Stadium,0
2009,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",0
2009,Royal Challengers Bangalore,Feroz Shah Kotla,0
2009,Royal Challengers Bangalore,Wankhede Stadium,0
2009,Royal Challengers Bangalore,Eden Gardens,0
2009,Royal Challengers Bangalore,Sawai Mansingh Stadium,0
2009,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",0
2009,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",0
2009,Royal Challengers Bangalore,Dr DY Patil Sports Academy,0
2009,Royal Challengers Bangalore,Newlands,1
2009,Royal Challengers Bangalore,St George's Park,0
2009,Royal Challengers Bangalore,Kingsmead,3
2009,Royal Challengers Bangalore,SuperSport Park,2
2009,Royal Challengers Bangalore,Buffalo Park,0
2009,Royal Challengers Bangalore,New Wanderers Stadium,3
2009,Royal Challengers Bangalore,De Beers Diamond Oval,0
2009,Royal Challengers Bangalore,OUTsurance Oval,0
2009,Royal Challengers Bangalore,Brabourne Stadium,0
2009,Royal Challengers Bangalore,"Sardar Patel Stadium, Motera",0
2009,Royal Challengers Bangalore,Barabati Stadium,0
2009,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",0
2009,Royal Challengers Bangalore,Himachal Pradesh Cricket Association Stadium,0
2009,Royal Challengers Bangalore,Nehru Stadium,0
2009,Royal Challengers Bangalore,Holkar Cricket Stadium,0
2009,Royal Challengers Bangalore,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0
2009,Royal Challengers Bangalore,Subrata Roy Sahara Stadium,0
2009,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,0
2009,Royal Challengers Bangalore,JSCA International Stadium Complex,0
2009,Royal Challengers Bangalore,Sheikh Zayed Stadium,0
2009,Royal Challengers Bangalore,Sharjah Cricket Stadium,0
2009,Royal Challengers Bangalore,Dubai International Cricket Stadium,0
2009,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,0
2009,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali",0
2009,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,0
2009,Royal Challengers Bangalore,Green Park,0
2009,Royal Challengers Bangalore,M.Chinnaswamy Stadium,0
2009,Kings XI Punjab,M Chinnaswamy Stadium,0
2009,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",0
2009,Kings XI Punjab,Feroz Shah Kotla,0
2009,Kings XI Punjab,Wankhede Stadium,0
2009,Kings XI Punjab,Eden Gardens,0
2009,Kings XI Punjab,Sawai Mansingh Stadium,0
2009,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",0
2009,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",0
2009,Kings XI Punjab,Dr DY Patil Sports Academy,0
2009,Kings XI Punjab,Newlands,1
2009,Kings XI Punjab,St George's Park,1
2009,Kings XI Punjab,Kingsmead,2
2009,Kings XI Punjab,SuperSport Park,0
2009,Kings XI Punjab,Buffalo Park,0
2009,Kings XI Punjab,New Wanderers Stadium,1
2009,Kings XI Punjab,De Beers Diamond Oval,1
2009,Kings XI Punjab,OUTsurance Oval,1
2009,Kings XI Punjab,Brabourne Stadium,0
2009,Kings XI Punjab,"Sardar Patel Stadium, Motera",0
2009,Kings XI Punjab,Barabati Stadium,0
2009,Kings XI Punjab,"Vidarbha Cricket Association Stadium, Jamtha",0
2009,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,0
2009,Kings XI Punjab,Nehru Stadium,0
2009,Kings XI Punjab,Holkar Cricket Stadium,0
2009,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0
2009,Kings XI Punjab,Subrata Roy Sahara Stadium,0
2009,Kings XI Punjab,Shaheed Veer Narayan Singh International Stadium,0
2009,Kings XI Punjab,JSCA International Stadium Complex,0
2009,Kings XI Punjab,Sheikh Zayed Stadium,0
2009,Kings XI Punjab,Sharjah Cricket Stadium,0
2009,Kings XI Punjab,Dubai International Cricket Stadium,0
2009,Kings XI Punjab,Maharashtra Cricket Association Stadium,0
2009,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",0
2009,Kings XI Punjab,Saurashtra Cricket Association Stadium,0
2009,Kings XI Punjab,Green Park,0
2009,Kings XI Punjab,M.Chinnaswamy Stadium,0
2009,Delhi Daredevils,M Chinnaswamy Stadium,0
2009,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",0
2009,Delhi Daredevils,Feroz Shah Kotla,0
2009,Delhi Daredevils,Wankhede Stadium,0
2009,Delhi Daredevils,Eden Gardens,0
2009,Delhi Daredevils,Sawai Mansingh Stadium,0
2009,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",0
2009,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",0
2009,Delhi Daredevils,Dr DY Patil Sports Academy,0
2009,Delhi Daredevils,Newlands,1
2009,Delhi Daredevils,St George's Park,1
2009,Delhi Daredevils,Kingsmead,3
2009,Delhi Daredevils,SuperSport Park,2
2009,Delhi Daredevils,Buffalo Park,1
2009,Delhi Daredevils,New Wanderers Stadium,1
2009,Delhi Daredevils,De Beers Diamond Oval,0
2009,Delhi Daredevils,OUTsurance Oval,1
2009,Delhi Daredevils,Brabourne Stadium,0
2009,Delhi Daredevils,"Sardar Patel Stadium, Motera",0
2009,Delhi Daredevils,Barabati Stadium,0
2009,Delhi Daredevils,"Vidarbha Cricket Association Stadium, Jamtha",0
2009,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,0
2009,Delhi Daredevils,Nehru Stadium,0
2009,Delhi Daredevils,Holkar Cricket Stadium,0
2009,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0
2009,Delhi Daredevils,Subrata Roy Sahara Stadium,0
2009,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,0
2009,Delhi Daredevils,JSCA International Stadium Complex,0
2009,Delhi Daredevils,Sheikh Zayed Stadium,0
2009,Delhi Daredevils,Sharjah Cricket Stadium,0
2009,Delhi Daredevils,Dubai International Cricket Stadium,0
2009,Delhi Daredevils,Maharashtra Cricket Association Stadium,0
2009,Delhi Daredevils,"Punjab Cricket Association IS Bindra Stadium, Mohali",0
2009,Delhi Daredevils,Saurashtra Cricket Association Stadium,0
2009,Delhi Daredevils,Green Park,0
2009,Delhi Daredevils,M.Chinnaswamy Stadium,0
2009,Mumbai Indians,M Chinnaswamy Stadium,0
2009,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",0
2009,Mumbai Indians,Feroz Shah Kotla,0
2009,Mumbai Indians,Wankhede Stadium,0
2009,Mumbai Indians,Eden Gardens,0
2009,Mumbai Indians,Sawai Mansingh Stadium,0
2009,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",0
2009,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",0
2009,Mumbai Indians,Dr DY Patil Sports Academy,0
2009,Mumbai Indians,Newlands,1
2009,Mumbai Indians,St George's Park,2
2009,Mumbai Indians,Kingsmead,0
2009,Mumbai Indians,SuperSport Park,1
2009,Mumbai Indians,Buffalo Park,1
2009,Mumbai Indians,New Wanderers Stadium,0
2009,Mumbai Indians,De Beers Diamond Oval,0
2009,Mumbai Indians,OUTsurance Oval,0
2009,Mumbai Indians,Brabourne Stadium,0
2009,Mumbai Indians,"Sardar Patel Stadium, Motera",0
2009,Mumbai Indians,Barabati Stadium,0
2009,Mumbai Indians,"Vidarbha Cricket Association Stadium, Jamtha",0
2009,Mumbai Indians,Himachal Pradesh Cricket Association Stadium,0
2009,Mumbai Indians,Nehru Stadium,0
2009,Mumbai Indians,Holkar Cricket Stadium,0
2009,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0
2009,Mumbai Indians,Subrata Roy Sahara Stadium,0
2009,Mumbai Indians,Shaheed Veer Narayan Singh International Stadium,0
2009,Mumbai Indians,JSCA International Stadium Complex,0
2009,Mumbai Indians,Sheikh Zayed Stadium,0
2009,Mumbai Indians,Sharjah Cricket Stadium,0
2009,Mumbai Indians,Dubai International Cricket Stadium,0
2009,Mumbai Indians,Maharashtra Cricket Association Stadium,0
2009,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",0
2009,Mumbai Indians,Saurashtra Cricket Association Stadium,0
2009,Mumbai Indians,Green Park,0
2009,Mumbai Indians,M.Chinnaswamy Stadium,0
2009,Kolkata Knight Riders,M Chinnaswamy Stadium,0
2009,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",0
2009,Kolkata Knight Riders,Feroz Shah Kotla,0
2009,Kolkata Knight Riders,Wankhede Stadium,0
2009,Kolkata Knight Riders,Eden Gardens,0
2009,Kolkata Knight Riders,Sawai Mansingh Stadium,0
2009,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",0
2009,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",0
2009,Kolkata Knight Riders,Dr DY Patil Sports Academy,0
2009,Kolkata Knight Riders,Newlands,0
2009,Kolkata Knight Riders,St George's Park,0
2009,Kolkata Knight Riders,Kingsmead,2
2009,Kolkata Knight Riders,SuperSport Park,1
2009,Kolkata Knight Riders,Buffalo Park,0
2009,Kolkata Knight Riders,New Wanderers Stadium,0
2009,Kolkata Knight Riders,De Beers Diamond Oval,0
2009,Kolkata Knight Riders,OUTsurance Oval,0
2009,Kolkata Knight Riders,Brabourne Stadium,0
2009,Kolkata Knight Riders,"Sardar Patel Stadium, Motera",0
2009,Kolkata Knight Riders,Barabati Stadium,0
2009,Kolkata Knight Riders,"Vidarbha Cricket Association Stadium, Jamtha",0
2009,Kolkata Knight Riders,Himachal Pradesh Cricket Association Stadium,0
2009,Kolkata Knight Riders,Nehru Stadium,0
2009,Kolkata Knight Riders,Holkar Cricket Stadium,0
2009,Kolkata Knight Riders,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0
2009,Kolkata Knight Riders,Subrata Roy Sahara Stadium,0
2009,Kolkata Knight Riders,Shaheed Veer Narayan Singh International Stadium,0
2009,Kolkata Knight Riders,JSCA International Stadium Complex,0
2009,Kolkata Knight Riders,Sheikh Zayed Stadium,0
2009,Kolkata Knight Riders,Sharjah Cricket Stadium,0
2009,Kolkata Knight Riders,Dubai International Cricket Stadium,0
2009,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,0
2009,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",0
2009,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,0
2009,Kolkata Knight Riders,Green Park,0
2009,Kolkata Knight Riders,M.Chinnaswamy Stadium,0
2009,Rajasthan Royals,M Chinnaswamy Stadium,0
2009,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",0
2009,Rajasthan Royals,Feroz Shah Kotla,0
2009,Rajasthan Royals,Wankhede Stadium,0
2009,Rajasthan Royals,Eden Gardens,0
2009,Rajasthan Royals,Sawai Mansingh Stadium,0
2009,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",0
2009,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",0
2009,Rajasthan Royals,Dr DY Patil Sports Academy,0
2009,Rajasthan Royals,Newlands,1
2009,Rajasthan Royals,St George's Park,1
2009,Rajasthan Royals,Kingsmead,2
2009,Rajasthan Royals,SuperSport Park,2
2009,Rajasthan Royals,Buffalo Park,0
2009,Rajasthan Royals,New Wanderers Stadium,0
2009,Rajasthan Royals,De Beers Diamond Oval,0
2009,Rajasthan Royals,OUTsurance Oval,0
2009,Rajasthan Royals,Brabourne Stadium,0
2009,Rajasthan Royals,"Sardar Patel Stadium, Motera",0
2009,Rajasthan Royals,Barabati Stadium,0
2009,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",0
2009,Rajasthan Royals,Himachal Pradesh Cricket Association Stadium,0
2009,Rajasthan Royals,Nehru Stadium,0
2009,Rajasthan Royals,Holkar Cricket Stadium,0
2009,Rajasthan Royals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0
2009,Rajasthan Royals,Subrata Roy Sahara Stadium,0
2009,Rajasthan Royals,Shaheed Veer Narayan Singh International Stadium,0
2009,Rajasthan Royals,JSCA International Stadium Complex,0
2009,Rajasthan Royals,Sheikh Zayed Stadium,0
2009,Rajasthan Royals,Sharjah Cricket Stadium,0
2009,Rajasthan Royals,Dubai International Cricket Stadium,0
2009,Rajasthan Royals,Maharashtra Cricket Association Stadium,0
2009,Rajasthan Royals,"Punjab Cricket Association IS Bindra Stadium, Mohali",0
2009,Rajasthan Royals,Saurashtra Cricket Association Stadium,0
2009,Rajasthan Royals,Green Park,0
2009,Rajasthan Royals,M.Chinnaswamy Stadium,0
2009,Deccan Chargers,M Chinnaswamy Stadium,0
2009,Deccan Chargers,"Punjab Cricket Association Stadium, Mohali",0
2009,Deccan Chargers,Feroz Shah Kotla,0
2009,Deccan Chargers,Wankhede Stadium,0
2009,Deccan Chargers,Eden Gardens,0
2009,Deccan Chargers,Sawai Mansingh Stadium,0
2009,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",0
2009,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",0
2009,Deccan Chargers,Dr DY Patil Sports Academy,0
2009,Deccan Chargers,Newlands,2
2009,Deccan Chargers,St George's Park,0
2009,Deccan Chargers,Kingsmead,2
2009,Deccan Chargers,SuperSport Park,2
2009,Deccan Chargers,Buffalo Park,0
2009,Deccan Chargers,New Wanderers Stadium,2
2009,Deccan Chargers,De Beers Diamond Oval,1
2009,Deccan Chargers,OUTsurance Oval,0
2009,Deccan Chargers,Brabourne Stadium,0
2009,Deccan Chargers,"Sardar Patel Stadium, Motera",0
2009,Deccan Chargers,Barabati Stadium,0
2009,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",0
2009,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,0
2009,Deccan Chargers,Nehru Stadium,0
2009,Deccan Chargers,Holkar Cricket Stadium,0
2009,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0
2009,Deccan Chargers,Subrata Roy Sahara Stadium,0
2009,Deccan Chargers,Shaheed Veer Narayan Singh International Stadium,0
2009,Deccan Chargers,JSCA International Stadium Complex,0
2009,Deccan Chargers,Sheikh Zayed Stadium,0
2009,Deccan Chargers,Sharjah Cricket Stadium,0
2009,Deccan Chargers,Dubai International Cricket Stadium,0
2009,Deccan Chargers,Maharashtra Cricket Association Stadium,0
2009,Deccan Chargers,"Punjab Cricket Association IS Bindra Stadium, Mohali",0
2009,Deccan Chargers,Saurashtra Cricket Association Stadium,0
2009,Deccan Chargers,Green Park,0
2009,Deccan Chargers,M.Chinnaswamy Stadium,0
2009,Chennai Super Kings,M Chinnaswamy Stadium,0
2009,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",0
2009,Chennai Super Kings,Feroz Shah Kotla,0
2009,Chennai Super Kings,Wankhede Stadium,0
2009,Chennai Super Kings,Eden Gardens,0
2009,Chennai Super Kings,Sawai Mansingh Stadium,0
2009,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",0
2009,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0
2009,Chennai Super Kings,Dr DY Patil Sports Academy,0
2009,Chennai Super Kings,Newlands,0
2009,Chennai Super Kings,St George's Park,2
2009,Chennai Super Kings,Kingsmead,1
2009,Chennai Super Kings,SuperSport Park,2
2009,Chennai Super Kings,Buffalo Park,1
2009,Chennai Super Kings,New Wanderers Stadium,1
2009,Chennai Super Kings,De Beers Diamond Oval,1
2009,Chennai Super Kings,OUTsurance Oval,0
2009,Chennai Super Kings,Brabourne Stadium,0
2009,Chennai Super Kings,"Sardar Patel Stadium, Motera",0
2009,Chennai Super Kings,Barabati Stadium,0
2009,Chennai Super Kings,"Vidarbha Cricket Association Stadium, Jamtha",0
2009,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,0
2009,Chennai Super Kings,Nehru Stadium,0
2009,Chennai Super Kings,Holkar Cricket Stadium,0
2009,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0
2009,Chennai Super Kings,Subrata Roy Sahara Stadium,0
2009,Chennai Super Kings,Shaheed Veer Narayan Singh International Stadium,0
2009,Chennai Super Kings,JSCA International Stadium Complex,0
2009,Chennai Super Kings,Sheikh Zayed Stadium,0
2009,Chennai Super Kings,Sharjah Cricket Stadium,0
2009,Chennai Super Kings,Dubai International Cricket Stadium,0
2009,Chennai Super Kings,Maharashtra Cricket Association Stadium,0
2009,Chennai Super Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",0
2009,Chennai Super Kings,Saurashtra Cricket Association Stadium,0
2009,Chennai Super Kings,Green Park,0
2009,Chennai Super Kings,M.Chinnaswamy Stadium,0
2009,Kochi Tuskers Kerala,M Chinnaswamy Stadium,0
2009,Kochi Tuskers Kerala,"Punjab Cricket Association Stadium, Mohali",0
2009,Kochi Tuskers Kerala,Feroz Shah Kotla,0
2009,Kochi Tuskers Kerala,Wankhede Stadium,0
2009,Kochi Tuskers Kerala,Eden Gardens,0
2009,Kochi Tuskers Kerala,Sawai Mansingh Stadium,0
2009,Kochi Tuskers Kerala,"Rajiv Gandhi International Stadium, Uppal",0
